,ARO_BUSSTOP_ID,BUSSTOP_ENG_NM,BUSSTOP_NM,BUS_NODE_ID,GPS_LATI,GPS_LONG,ROUTE_NO
1259,['13420'],['Seokcheondeul Apt'],['석천들마을아파트'],['8005877'],['36.276493'],['127.46816'],"[' 108, 30, 511, 512, 513, 514, 620']"
1260,['12020'],['Seokchonmaeul Apts.'],['석촌마을아파트'],['8001038'],['36.34193'],['127.43802'],"[' 605, 613, 620, 802']"
1261,['34640'],['Seongol'],['선골'],['8001973'],['36.278584'],['127.36598'],[' 27']
1262,['34650'],['Seongol'],['선골'],['8001974'],['36.278587'],['127.36582'],[' 27']
1263,['52140'],['Seonbawi'],['선바위'],['8001978'],['36.425247'],['127.41883'],[' 701']
1264,['52160'],['Seonbawi'],['선바위'],['8001977'],['36.424828'],['127.41896'],[' 701']
1265,['52200'],['Seonbawi'],['선바위'],['8001975'],['36.42408'],['127.41955'],"[' 703, 711']"
1266,['52210'],['Seonbawi'],['선바위'],['8001976'],['36.4238'],['127.41968'],"[' 703, 711']"
1267,['52190'],['Sanmak Samgeori(Intersection)'],['선바위삼거리'],['8001842'],['36.421192'],['127.41982'],"[' 703, 711']"
1268,['20360'],['Sun General Hospital'],['선병원'],['8001980'],['36.33753'],['127.40931'],[' 511']
1269,['20460'],['Sun General Hospital'],['선병원'],['8001979'],['36.337505'],['127.40965'],[' 511']
1270,['44100'],['Seonbimaeul Apts.'],['선비마을'],['8001331'],['36.39953'],['127.39743'],"[' 1, 121, 918']"
1271,['44110'],['Seonbimaeul Apts.'],['선비마을'],['8001332'],['36.399727'],['127.39738'],"[' 1, 121, 918']"
1272,['50970'],['Seonbimaeul Apts.2'],['선비마을2단지'],['8001981'],['36.36889'],['127.440216'],"[' 616, 617']"
1273,['50980'],['Seonbimaeul Apts.3'],['선비마을3단지'],['8001982'],['36.36815'],['127.43996'],"[' 103, 314, 616, 617']"
1274,['53230'],['Seonbi-maeul 3 Danji Back Gate'],['선비마을3단지후문'],['8007022'],['36.36766'],['127.442154'],[' 617']
1275,['51060'],['Seonbimaeul Apts.4'],['선비마을4단지'],['8001983'],['36.36647'],['127.44497'],"[' 103, 314, 616']"
1276,['50990'],['Seonbimaeul Apts.4 Back Gate'],['선비마을4단지후문'],['8001984'],['36.36757'],['127.44241'],[' 617']
1277,['51030'],['Seonbimaeul Apts.5'],['선비마을5단지'],['8001985'],['36.36593'],['127.444664'],[' 616']
1278,['50910'],['Seonbimaeul Apts. Entrance'],['선비마을입구'],['8001987'],['36.36793'],['127.43644'],"[' 311, 616, 617']"
1279,['50920'],['Seonbimaeul Apts. Entrance'],['선비마을입구'],['8001986'],['36.36762'],['127.43654'],"[' 311, 616, 617']"
1280,['32960'],['Prehistoric Site'],['선사유적지'],['8001988'],['36.359932'],['127.37881'],"[' 108, 116, 315, 706']"
1281,['32980'],['Prehistoric Site'],['선사유적지'],['8001989'],['36.361702'],['127.379265'],"[' 301, 318, 604, 618, 705']"
1282,['34970'],['Seonamchogyo-negeori '],['선암초교네거리'],['8007045'],['36.29616'],['127.33576'],"[' 114, 201, 45, 47, 47-1']"
1283,['34980'],['Seonamchogyo-negeori '],['선암초교네거리'],['8007046'],['36.29634'],['127.336624'],"[' 114, 201, 45, 47, 47-1']"
1284,['20290'],['Samsung Life Insurance'],['선화동우체국'],['8001875'],['36.328003'],['127.42371'],"[' 30, 314, 613, 614']"
1285,['20130'],['Seonhwa Catholic Church'],['선화동천주교회'],['8001991'],['36.335632'],['127.41735'],"[' 107, 108, 514, 604, 705']"
1286,['11970'],['Seongnam Negeori(Intersection)'],['성남네거리'],['8001994'],['36.34042'],['127.43501'],"[' 101, 2, 2002, 201, 202, 317, 501, 60, 611, 613, 620, 622, 63, 802']"
1287,['11980'],['Seongnam Negeori(Intersection)'],['성남네거리'],['8001996'],['36.3417'],['127.43559'],"[' 2, 201, 501, 611, 615, 616, 622, 701']"
1288,['11990'],['Seongnam Negeori(Intersection)'],['성남네거리'],['8001993'],['36.340137'],['127.43618'],"[' 2002, 202, 317, 60, 605, 615, 616, 63, 701']"
1289,['12000'],['Seongnam Negeori(Intersection)'],['성남네거리'],['8001995'],['36.341225'],['127.43724'],"[' 605, 613, 620, 802']"
1290,['42950'],['Seongdeok Middle School'],['성덕중학교'],['8001997'],['36.38632'],['127.34598'],"[' 3, 606']"
1291,['32890'],['Seongryong Elementary School'],['성룡초등학교'],['8001998'],['36.361343'],['127.37414'],"[' 104, 116, 602']"
1292,['32910'],['Seongryong Elementary School'],['성룡초등학교'],['8001999'],['36.36168'],['127.37444'],[' 104']
1293,['20550'],['St.Mary`s Hospital'],['성모병원'],['8002000'],['36.323353'],['127.41863'],"[' 30, 311, 33-1, 33-2, 513, 612']"
1294,['20570'],['St.Mary`s Hospital'],['성모병원'],['8002001'],['36.323917'],['127.41935'],"[' 311, 33-1, 33-2, 513, 612']"
1295,['20610'],['Teacher`s Association'],['성모오거리'],['8001139'],['36.32343'],['127.421'],"[' 30, 33-1, 33-2, 513, 612']"
1296,['40800'],['Seongbuk 1(il)-tong'],['성북1통'],['8002002'],['36.31458'],['127.28457'],[' 41']
1297,['46410'],['---'],['성북1통'],['8007330'],['36.31466'],['127.28468'],[' 41']
1298,['40510'],['Bongdeoksa(Temp.) Entrance'],['성북1통마을회관'],['8001771'],['36.31185'],['127.289406'],[' 41']
1299,['40520'],['Bongdeoksa(Temp.) Entrance'],['성북1통마을회관'],['8001770'],['36.31183'],['127.289505'],[' 41']
1300,['40570'],"['Seongbuk 2(e)-tong, Donggunamu']",['성북2통동구나무'],['8002007'],['36.3038'],['127.292625'],[' 41']
1301,['40580'],"['Seongbuk 2(e)-tong, Donggunamu']",['성북2통동구나무'],['8002006'],['36.303936'],['127.29271'],[' 41']
1302,['40550'],"['Seongbuk 2(e)-tong, Village Hall']",['성북2통마을회관앞'],['8002009'],['36.30641'],['127.29155'],[' 41']
1303,['40560'],"['Seongbuk 2(e)-tong, Village Hall']",['성북2통마을회관앞'],['8002008'],['36.30664'],['127.29163'],[' 41']
1304,['40590'],"['Seongbuk 3(sam)-tong, Gukkaemal-gil']",['성북3통굿개말길'],['8002013'],['36.29852'],['127.29574'],[' 41']
1305,['40600'],"['Seongbuk 3(sam)-tong, Gukkaemal-gil']",['성북3통굿개말길'],['8002012'],['36.298546'],['127.29593'],[' 41']
1306,['40610'],"['Seongbuk 3(sam)-tong, Village Hall']",['성북3통마을회관'],['8002015'],['36.294304'],['127.29933'],[' 41']
1307,['40620'],"['Seongbuk 3(sam)-tong, Village Hall']",['성북3통마을회관'],['8002014'],['36.29448'],['127.299416'],[' 41']
1308,['40790'],['Seongbuk-dong Terminal'],['성북동산림욕장'],['8002017'],['36.315147'],['127.28231'],[' 41']
1309,['50740'],['Seongu Dongsan'],['성우동산'],['8002018'],['36.388916'],['127.42147'],"[' 311, 611, 701, 703, 711, 74']"
1310,['50750'],['Seongu Dongsan'],['성우동산'],['8002019'],['36.39015'],['127.42121'],"[' 311, 611, 701, 703, 711, 74']"
1311,['40770'],['Se-dong 2(e)-tong '],['세동2통'],['8002021'],['36.284878'],['127.27648'],[' 42']
1312,['40780'],['Se-dong 2(e)-tong'],['세동2통'],['8002020'],['36.284863'],['127.27658'],[' 42']
1313,"['40640', '40640']","['Se-dong Terminal', 'Se-dong Terminal']","['세동종점', '세동종점']","['9002022', '8002022']","['36.311546', '36.312447']","['127.26877', '127.26805']","[' 42', ' 42']"
1314,['20140'],['Seonhwa Catholic Church'],['세명요양병원'],['8001990'],['36.33509'],['127.417625'],"[' 107, 108, 514, 604, 705']"
1315,['50490'],['Sewon Chemical'],['세원화성'],['8002024'],['36.373'],['127.41164'],"[' 316, 616']"
1316,['50520'],['Sewon Chemical'],['세원화성'],['8002023'],['36.372078'],['127.41219'],"[' 316, 616']"
1317,['13030'],['Sejeonggol'],['세정골'],['8005560'],['36.332264'],['127.49243'],[' 63']
1318,['14240'],['Sejeonggol'],['세정골'],['8005959'],['36.332314'],['127.49233'],[' 63']
1319,['44180'],['Sejong Apts.'],['세종아파트'],['8002026'],['36.39971'],['127.40374'],"[' 1, 121, 918']"
1320,['44190'],['Sejong Apts.'],['세종아파트'],['8002025'],['36.399532'],['127.40378'],"[' 121, 918']"
1321,['12990'],['Secheon / Saedongne'],['세천/새동네'],['8002027'],['36.336132'],['127.48561'],"[' 607, 62']"
1322,['13000'],['Secheon / Saedongne'],['세천/새동네'],['8002028'],['36.336124'],['127.48619'],"[' 607, 62']"
1323,['12970'],['Secheon Park'],['세천공원'],['8005883'],['36.332348'],['127.48018'],[' 611']
1324,['12980'],['Secheon Park'],['세천공원'],['8005884'],['36.33221'],['127.479866'],[' 611']
1325,['14420'],['Secheon Park'],['세천공원'],['8007159'],['36.33067'],['127.4813'],[' 63']
1326,['14430'],['Secheon Park'],['세천공원'],['8007160'],['36.330853'],['127.48133'],[' 63']
1327,['14580'],['---'],['세천공원삼거리'],['8007266'],['36.347797'],['127.49798'],"[' 62, 63']"
1328,['13010'],['Secheon-dong'],['세천동'],['8002030'],['36.340477'],['127.49192'],"[' 607, 62, 63']"
1329,['13020'],['Secheon-dong'],['세천동'],['8002029'],['36.34042'],['127.49213'],"[' 607, 62, 63']"
1330,['13070'],['Hoenam-gil Entrance'],['세천삼거리'],['8003009'],['36.347694'],['127.4951'],[' 607']
1331,['13080'],['Hoenam-gil Entrance'],['세천삼거리'],['8003010'],['36.348003'],['127.49565'],"[' 607, 62, 63']"
1332,['13040'],['Secheon Police Box'],['세천치안센터'],['8002031'],['36.342896'],['127.49263'],"[' 607, 62, 63']"
1333,['22070'],['Centralpark Apts.'],['센트럴파크1단지'],['8005562'],['36.316402'],['127.40724'],"[' 311, 317, 33-1, 33-2, 513, 618']"
1334,['22080'],['Centralpark Apts.'],['센트럴파크1단지'],['8005561'],['36.3169'],['127.407295'],"[' 311, 317, 33-1, 33-2, 513, 618']"
1335,['22130'],['Centralpark Apts.'],['센트럴파크2단지'],['8002033'],['36.31631'],['127.409584'],"[' 30, 313, 315, 615, 619']"
1336,['22140'],['Centralpark Apts.'],['센트럴파크2단지'],['8002032'],['36.31571'],['127.40874'],"[' 30, 313, 315, 615, 619']"
1337,['13860'],['Soryonggol Entrance'],['소룡골입구'],['8002034'],['36.244564'],['127.4736'],"[' 501, 52']"
1338,['13870'],['Soryonggol Entrance'],['소룡골입구'],['8001864'],['36.244488'],['127.47372'],"[' 501, 52']"
1339,['13760'],['Sori/Malmi'],['소리.말미'],['8002036'],['36.267864'],['127.45189'],"[' 30, 31']"
1340,['13770'],['Sori/Malmi'],['소리.말미'],['8002035'],['36.267746'],['127.452065'],"[' 30, 31']"
1341,['51210'],['Sowol Apts.'],['소월아파트'],['8002037'],['36.36864'],['127.43348'],[' 620']
1342,['51220'],['Sowol Apts.'],['소월아파트'],['8002038'],['36.36885'],['127.43368'],"[' 311, 616, 617, 620']"
1343,['13720'],['Soho 2(e)-dong'],['소호2동'],['8002042'],['36.265137'],['127.4403'],"[' 30, 31']"
1344,['13730'],['Soho 2(e)-dong'],['소호2동'],['8002041'],['36.264996'],['127.44033'],"[' 30, 31']"
1345,['13740'],['Soho-dong'],['소호동'],['8002044'],['36.264137'],['127.44959'],"[' 30, 31']"
1346,['13750'],['Soho-dong'],['소호동'],['8002043'],['36.26409'],['127.44974'],"[' 30, 31']"
1347,['14610'],['---'],['솔랑마을아파트'],['8007271'],['36.343445'],['127.42238'],"[' 314, 606, 614, 616, 711, B1']"
1348,['14620'],['---'],['솔랑마을아파트'],['8007272'],['36.343925'],['127.42126'],"[' 314, 606, 614, 616, 711, B1']"
1349,['44790'],['Gujeuk-dong'],['송강마을아파트'],['8001178'],['36.437572'],['127.38576'],"[' 2, 301, 5, 72-1, 72-2, 73, 75, 802']"
1350,['44800'],['Bongsan-dong'],['송강마을아파트'],['8001782'],['36.4376'],['127.38602'],"[' 2, 301, 661, 691, 73, 75, 802']"
1351,['44780'],['Bukdaejeon Nonghyup bank'],['송강전통시장'],['8001794'],['36.43565'],['127.386406'],"[' 2, 301, 5, 704, 802']"
1352,['44810'],['Bukdaejeon Nonghyup bank'],['송강전통시장'],['8001793'],['36.43535'],['127.3863'],"[' 2, 301, 5, 802']"
1353,['44820'],['Songgang Shopping Center'],['송강전통시장'],['8002049'],['36.435654'],['127.38718'],"[' 72-1, 72-2, 73, 75']"
1354,['44830'],['Songgang Shopping Center'],['송강전통시장'],['8002048'],['36.43543'],['127.38708'],"[' 1, 704, 72-1, 72-2, 73, 75']"
1355,['45590'],['Songgang Middle School'],['송강중학교'],['8070004'],['36.43804'],['127.38177'],"[' 5, 72-1, 72-2']"
1356,['45600'],['Songgang Middle School'],['송강중학교'],['8070003'],['36.43789'],['127.38274'],"[' 72-1, 72-2']"
1357,['44730'],['Songgang Elementary School'],['송강초등학교'],['8002050'],['36.43245'],['127.38405'],"[' 2, 301, 5, 704, 802']"
1358,['61130'],['Songnim Garden'],['송림가든'],['8005016'],['36.43629'],['127.56694'],[' 63']
1359,['61140'],['Songnim Garden'],['송림가든'],['8005015'],['36.436222'],['127.567055'],[' 63']
1360,['43990'],['Songrimmaeul Apts.'],['송림마을1단지'],['8002056'],['36.388508'],['127.31767'],"[' 101, 116, 655']"
1361,['43590'],['Songrimmaeul Apts.2'],['송림마을2단지'],['8002052'],['36.38645'],['127.32136'],"[' 116, 117, 121']"
1362,['43610'],['Songrimmaeul Apts.3'],['송림마을3단지'],['8002053'],['36.389603'],['127.32316'],"[' 116, 117, 121']"
1363,['43620'],['Songrimmaeul Apts.4'],['송림마을4단지'],['8002054'],['36.38938'],['127.32336'],"[' 116, 117, 121']"
1364,['43630'],"['Songrimmaeul Apts.5,6']",['송림마을5.6단지'],['8005860'],['36.39114'],['127.330894'],"[' 116, 117, 121']"
1365,['43640'],"['Songrimmaeul Apts.5,6']",['송림마을5.6단지'],['8005619'],['36.391037'],['127.32985'],"[' 116, 117, 121']"
1366,['40860'],['Songjeong 1(il)-tong'],['송정1통'],['8002057'],['36.279114'],['127.25645'],[' 46']
1367,['40870'],['Songjeong 1(il)-tong'],['송정1통'],['8002058'],['36.27987'],['127.25586'],[' 46']
1368,['40880'],['Songjeong 2(e)-tong'],['송정2통'],['8002060'],['36.276085'],['127.26265'],[' 46']
1369,['40890'],['Songjeong 2(e)-tong'],['송정2통'],['8002059'],['36.275784'],['127.262794'],[' 46']
1370,['40830'],['Songjeong Sojingi'],['송정소징이'],['8005867'],['36.28663'],['127.25'],[' 46']
1371,"['40840', '40840']","['Songjeong-sojingi', 'Songjeong Sojingi']","['송정소징이', '송정소징이']","['9002062', '8002062']","['36.287224', '36.286747']","['127.24938', '127.250084']","[' 46', ' 46']"
1372,['50930'],['Songchon Fire Station / Police Box'],['송촌119안전센터'],['8002065'],['36.362892'],['127.438705'],"[' 314, 620']"
1373,['50940'],['Songchon Fire Station / Police Box'],['송촌119안전센터'],['8002066'],['36.362732'],['127.43898'],"[' 314, 620']"
1374,['51040'],['Songchon High School'],['송촌고등학교'],['8002064'],['36.362057'],['127.444984'],"[' 103, 311, 616, 617, 620']"
1375,['51050'],['Songchon High School'],['송촌고등학교'],['8002063'],['36.361942'],['127.444756'],"[' 103, 311, 616, 617, 620']"
1376,['51460'],['Manangement office of water su'],['수도시설관리사업소'],['8005894'],['36.36178'],['127.43398'],[' 314']
1377,['51470'],['Manangement office of water su'],['수도시설관리사업소'],['8005895'],['36.36199'],['127.434'],[' 314']
1378,['72540'],['---'],['수락1리'],['8007434'],['36.154194'],['127.30752'],[' 21']
1379,['72550'],['---'],['수락1리'],['8007435'],['36.15419'],['127.30772'],[' 21']
1380,['72560'],['---'],['수락저수지'],['8007436'],['36.1493'],['127.305336'],[' 21']
1381,['72570'],['---'],['수락저수지'],['8007437'],['36.149292'],['127.30542'],[' 21']
1382,['33280'],['Sumokto Apts.'],['수목토아파트'],['8070018'],['36.319626'],['127.347855'],"[' 114, 115, 203, 3']"
1383,['33290'],['Sumokto Apts.'],['수목토아파트'],['8070011'],['36.31862'],['127.34813'],"[' 114, 115, 203, 3']"
1384,['44670'],['Subyeon(Waterside) Park'],['수변공원'],['8005508'],['36.425644'],['127.39289'],"[' 1, 705']"
1385,['44680'],['Subyeon(Waterside) Park'],['수변공원'],['8005507'],['36.425766'],['127.39311'],"[' 1, 705']"
1386,['74420'],['Suyeong 1(il)-ri'],['수영1리'],['8005171'],['36.173527'],['127.39248'],[' 34']
1387,['74430'],['Suyeong 1(il)-ri'],['수영1리'],['8005170'],['36.173374'],['127.39275'],[' 34']
1388,['74360'],['Suyeong 2(e)-ri'],['수영2리'],['8005173'],['36.182182'],['127.38498'],[' 34']
1389,['74370'],['Suyeong 2(e)-ri'],['수영2리'],['8005172'],['36.182007'],['127.385185'],[' 34']
1390,['74400'],['Suyeong 3(sam)-ri'],['수영3리'],['8005174'],['36.176964'],['127.39152'],[' 34']
1391,['74410'],['Suyeong 3(sam)-ri'],['수영3리'],['8005175'],['36.176952'],['127.39173'],[' 34']
1392,['33660'],['Swimming Pool'],['수영장'],['8002069'],['36.25978'],['127.33752'],[' 25']
1393,['33670'],['Swimming Pool'],['수영장'],['8002068'],['36.259895'],['127.33756'],[' 25']
1394,['43750'],['Suungyo(Bridge) Entrance'],['수운교입구'],['8002070'],['36.412918'],['127.34116'],[' 912']
1395,['72110'],['Sujeong-ri'],['수정리'],['8005651'],['36.212242'],['127.26943'],[' 21']
1396,['72120'],['Sujeong-ri'],['수정리'],['8005650'],['36.212116'],['127.26958'],[' 21']
1397,['46070'],['---'],['수정초등학교'],['8070043'],['36.36711'],['127.31431'],[' 117']
1398,['46080'],['---'],['수정초등학교'],['8070044'],['36.36665'],['127.313965'],[' 117']
1399,['32660'],['Sujeongtown Apts.'],['수정타운아파트'],['8002075'],['36.357666'],['127.39748'],"[' 102, 105, 316, 605, 606, 617, 703, 706']"
1400,['32640'],['Sujeongtown Apts. Front Gate'],['수정타운아파트정문'],['8002076'],['36.358475'],['127.39538'],"[' 605, 606, 703, 911, 918']"
1401,"['41650', '41650']","['Sutonggol', 'Sutonggol']","['수통골기점지', '수통골기점지']","['8002077', '9002077']","['36.346115', '36.346436']","['127.29533', '127.29512']","[' 102, 103, 104, 11', ' 102, 103, 104, 11']"
1402,['41660'],['Hwasan-ri'],['수통골삼거리'],['8003002'],['36.348263'],['127.29597'],"[' 102, 103, 104, 11']"
1403,['41670'],['Hwasan-ri'],['수통골삼거리'],['8003003'],['36.348057'],['127.29619'],"[' 102, 103, 104, 11']"
1404,['45760'],['Sutonggol Entrance'],['수통골입구'],['8003069'],['36.34852'],['127.29774'],"[' 113, 117']"
1405,['45770'],['Sutonggol Entrance'],['수통골입구'],['8003068'],['36.34874'],['127.29758'],"[' 113, 117']"
1406,['52740'],['Miho-dong'],['숯골'],['8001671'],['36.4644'],['127.46706'],"[' 72-1, 72-2, 73']"
1407,['52750'],['Miho-dong'],['숯골'],['8001672'],['36.46492'],['127.46737'],"[' 72-1, 72-2, 73']"
1408,['45990'],['Public Shelter'],['쉼터공동체'],['8007098'],['36.31051'],['127.26933'],[' 42']
1409,['46000'],['Public Shelter'],['쉼터공동체'],['8007099'],['36.310482'],['127.26927'],[' 42']
1410,['11960'],['Seongnam Gogae(Ridge)'],['스마트뷰아파트'],['8001992'],['36.343735'],['127.43398'],"[' 201, 501, 611, 615, 616, 622, 701']"
1411,['43290'],['Smart City Apts.2'],['스마트시티2단지'],['8005964'],['36.37747'],['127.39015'],"[' 618, 911']"
1412,['43310'],['Smart City Apts.5'],['스마트시티5단지'],['8005563'],['36.37714'],['127.3936'],"[' 618, 911']"
1413,['51300'],['Sports Plaza Samgeori(Intersection)'],['스포츠프라자삼거리'],['8002080'],['36.36539'],['127.42271'],"[' 611, 614, 617']"
1414,['43040'],['Daejeon Observatory'],['시민천문대'],['8002083'],['36.38432'],['127.35441'],[' 604']
1415,['43050'],['Daejeon Observatory'],['시민천문대'],['8002084'],['36.38438'],['127.35464'],[' 604']
1416,['51980'],['Sinil-dong'],['시알들삼거리'],['8002120'],['36.433704'],['127.410126'],[' 705']
1417,['51990'],['Sinil-dong Entrance'],['시알들삼거리'],['8002121'],['36.434303'],['127.41125'],[' 705']
1418,['32310'],['City Hall / Office of Education'],['시청.교육청'],['8002087'],['36.351395'],['127.3835'],"[' 104, 106, 203, 216, 316, 617, 703, 705, 911']"
1419,['32390'],['City Hall Station'],['시청역'],['8002969'],['36.351406'],['127.38816'],"[' 106, 316, 617, 703, 705, 918']"
1420,['32410'],['City Hall Station'],['시청역'],['8002088'],['36.351147'],['127.38868'],"[' 106, 316, 617, 703, 705, 918']"
1421,"['32340', '32340']","['City Hall', 'City Hall Transfer Bus Stop']","['시청환승지', '시청환승지']","['9002089', '8002089']","['36.351566', '36.35247']","['127.38445', '127.38445']","[' 203, 216', ' 203, 216, 705, 918']"
1422,"['32360', '32360']","['City Hall Transfer Bus Stop', 'City Hall']","['시청환승지', '시청환승지']","['8002090', '9002090']","['36.35203', '36.352467']","['127.38534', '127.385284']","[' 918', ' 918']"
1423,['73430'],['Jeoljip'],['신계룡변전소'],['8005245'],['36.274208'],['127.26248'],"[' 100, 2002, 202, 300, 45, 47, 47-1, 48']"
1424,['30110'],['Singye Elementary School'],['신계초등학교'],['8001754'],['36.302746'],['127.37871'],"[' 312, 314, 316']"
1425,['34920'],['Singye Elementary School'],['신계초등학교'],['8005640'],['36.302807'],['127.37894'],"[' 312, 314, 316']"
1426,['61150'],['Singok-ri'],['신곡리'],['8005020'],['36.44039'],['127.56971'],[' 63']
1427,['61160'],['Singok-ri'],['신곡리'],['8005019'],['36.440342'],['127.569824'],[' 63']
1428,['51780'],['Singugyo(Bridge)'],['신구교'],['8002092'],['36.43963'],['127.396385'],"[' 704, 712, 72-1, 72-2, 73, 75']"
1429,['51820'],['Singugyo(Bridge)'],['신구교'],['8002091'],['36.4389'],['127.39572'],"[' 704, 712, 72-1, 72-2, 73, 75']"
1430,['74060'],['Sindae'],['신대'],['8005178'],['36.234447'],['127.37331'],[' 34']
1431,['74190'],['Sindae 1(il)-ri'],['신대1리'],['8005180'],['36.21294'],['127.37694'],[' 34']
1432,['74200'],['Sindae 1(il)-ri'],['신대1리'],['8005179'],['36.212894'],['127.37715'],[' 34']
1433,['74130'],['Sindae 2(e)-ri'],['신대2리'],['8005181'],['36.22846'],['127.37557'],[' 34']
1434,['74150'],['Sindae 2(e)-ri'],['신대2리'],['8005182'],['36.228436'],['127.37576'],[' 34']
1435,['74140'],['Sindae 3(sam)-ri'],['신대3리'],['8005183'],['36.224586'],['127.37573'],[' 34']
1436,['74160'],['Sindae 3(sam)-ri'],['신대3리'],['8005184'],['36.224792'],['127.37589'],[' 34']
1437,['50800'],['Sindae Jugong Apts.'],['신대주공아파트'],['8002093'],['36.400158'],['127.42282'],"[' 2, 311, 611, 701, 703, 711, 74']"
1438,"['53250', '53250']","['---', '---']","['신대차고지', '신대차고지']","['8007174', '9007174']","['36.40874', '36.40874']","['127.42173', '127.421585']","[' 311, 611', ' 311, 611']"
1439,['74240'],['Sindae Elementary School'],['신대초등학교'],['8005185'],['36.209026'],['127.37845'],[' 34']
1440,['74260'],['Sindae Elementary School'],['신대초등학교'],['8005186'],['36.208855'],['127.37866'],[' 34']
1441,['50100'],['Sindonga Apts.'],['신동아아파트'],['8002100'],['36.358517'],['127.41242'],"[' 102, 605, 606, 614, 617, 703, 706']"
1442,['13090'],['Expo Park'],['신상동'],['8002201'],['36.3438'],['127.50134'],[' 607']
1443,['40430'],['Sinsaen Hospital'],['신생병원'],['8002104'],['36.331535'],['127.31168'],"[' 3, 704']"
1444,['40440'],['Sinsaen Hospital'],['신생병원'],['8002105'],['36.331585'],['127.31187'],"[' 3, 704']"
1445,['33370'],['Sinseonmaeul Apts.'],['신선마을아파트'],['8002107'],['36.301147'],['127.329605'],"[' 1, 2002, 202, 3, 41, 42, 43, 46']"
1446,['33450'],['Sinseonmaeul Apts.'],['신선마을아파트'],['8002106'],['36.30006'],['127.33472'],"[' 211, 213, 216']"
1447,['46530'],['Gubong Samgeori(Intersection)'],['신선마을아파트'],['8001158'],['36.30164'],['127.32975'],"[' 1, 2002, 202, 3, 41, 42, 43, 46']"
1448,['42980'],['Sinseong-dong Community Center'],['신성동주민센터'],['8002110'],['36.388905'],['127.346725'],"[' 3, 606']"
1449,['42990'],['Sinseong-dong Community Center'],['신성동주민센터'],['8002111'],['36.38917'],['127.34697'],"[' 3, 606']"
1450,['81220'],['Sinseong-dong Community Center'],['신성동주민센터'],['8005758'],['36.388996'],['127.348015'],[' 1']
1451,['81230'],['Sinseong-dong Community Center'],['신성동주민센터'],['8005783'],['36.3893'],['127.348076'],[' 1']
1452,"['11400', '11400']","['Sinan-dong', 'Daejeon Station East Square']","['신안동', '대전역동광장']","['8002114', '9002114']","['36.33171', '36.3335']","['127.440285', '127.43905']","[' 711, 20, 30, 317, 616, 62, 711', ' 711']"
1453,['11470'],['Sinan-dong'],['신안동'],['8002115'],['36.33159'],['127.440704'],"[' 20, 317, 616, 62, 711']"
1454,['45470'],['Shinan Ensvill Apts.'],['신안인스빌'],['8005996'],['36.342506'],['127.34701'],"[' 114, 3']"
1455,['45480'],['Shinan Ensvill Apts.'],['신안인스빌'],['8005997'],['36.341732'],['127.34757'],"[' 114, 3']"
1456,['72210'],['Sinyang 1(il)-ri'],['신양1리'],['8005189'],['36.215927'],['127.2888'],[' 21']
1457,['72220'],['Sinyang 1(il)-ri'],['신양1리'],['8005190'],['36.216053'],['127.288864'],[' 21']
1458,['72190'],['Sinyang 2(e)-ri'],['신양2리'],['8005192'],['36.21575'],['127.28675'],[' 21']
1459,['72200'],['Sinyang 2(e)-ri'],['신양2리'],['8005191'],['36.215534'],['127.2862'],[' 21']
1460,['72290'],['Sinyang 2(e)-ri'],['신양2리'],['8003125'],['36.215683'],['127.284355'],[' 21']
1461,['72300'],['Sinyang 2(e)-ri'],['신양2리'],['8003126'],['36.215565'],['127.28425'],[' 21']
1462,['72170'],['Sinyang 3(sam)-ri'],['신양3리'],['8005193'],['36.21883'],['127.27901'],[' 21']
1463,['72180'],['Sinyang 3(sam)-ri'],['신양3리'],['8005194'],['36.218723'],['127.27895'],[' 21']
1464,['72230'],['Sinyang-ri'],['신양리'],['8005195'],['36.21904'],['127.29235'],[' 21']
1465,['72240'],['Sinyang-ri'],['신양리'],['8005196'],['36.21902'],['127.29255'],[' 21']
1466,['10090'],['Sinin-dong Community Center'],['신인동주민센터'],['8002482'],['36.323513'],['127.437065'],"[' 31, 313, 501, 511, 514, 60, 606, 607, 612, 62, 63, 802']"
1467,['51880'],['Halla Climate Control Corporation'],['신일네거리'],['8002907'],['36.436214'],['127.40641'],"[' 701, 712']"
1468,['51890'],['Mando Machinery'],['신일네거리'],['8001599'],['36.436485'],['127.40651'],"[' 701, 712']"
1469,['13160'],['Sinjeongol'],['신절골'],['8002122'],['36.365864'],['127.503334'],[' 63']
1470,['13170'],['Sinjeolgol'],['신절골'],['8002123'],['36.3657'],['127.50337'],"[' 62, 63']"
1471,['13210'],['Sinchon-dong'],['신촌동'],['8002125'],['36.372463'],['127.50994'],[' 63']
1472,['13220'],['Sinchon-dong'],['신촌동'],['8002124'],['36.3722'],['127.51009'],"[' 62, 63']"
1473,['75220'],['Sinchon-ri'],['신촌리'],['8005198'],['36.47375'],['127.288345'],"[' 661, 691, 75']"
1474,['52100'],['Sintanjin I.C.'],['신탄중앙중학교'],['8002137'],['36.441025'],['127.42425'],"[' 701, 705, 712, 72-1']"
1475,['52110'],['Sintanjin I.C.'],['신탄중앙중학교'],['8002138'],['36.441338'],['127.424545'],"[' 701, 705, 712, 72-1']"
