법정동,BUS_ID,BUS_NN,탑승,하차,환승,BUS_NODE_I,GPS_LATI(위도),GPS_LONG(경도),ROUTE_NO
유성구 송강동,44810,송강전통시장,1296,43567,456,8001793,36.43535,127.3863,"2, 301, 5, 802"
유성구 송강동,44830,송강전통시장,15629,9443,1334,8002048,36.43543,127.38708,"1, 704, 72-1, 72-2, 73, 75"
유성구 송강동,45600,송강중학교,118,97,0,8070003,36.43789,127.38274,"72-1, 72-2"
유성구 송강동,44730,송강초등학교,54333,4608,1297,8002050,36.43245,127.38405,"2, 301, 5, 704, 802"
유성구 송강동,82220,테크노밸리7단지,1323,292,83,8005972,36.424995,127.38413,5
유성구 송강동,44720,한마을아파트,3717,21477,316,8002910,36.43031,127.383286,"1, 2, 301, 5, 704, 802"
유성구 송강동,44740,한마을아파트,38106,2677,17999,8002909,36.428967,127.38423,"2, 301, 5, 704, 802"
유성구 송강동,44760,한마을아파트후문,5188,38498,1307,8002911,36.42913,127.38439,"1, 2, 301, 5, 704, 802"
유성구 송강동,44750,한솔아파트,6264,25625,237,8002943,36.432705,127.38438,"1, 301, 5, 704, 802"
유성구 송강동,82550,휴먼시아 1단지,1618,6,12,8003057,36.437954,127.382324,5
유성구 금고동,44920,금고1통,8,0,0,8001208,36.46376,127.390366,"691, 73, 75"
유성구 금고동,44940,금고1통,1,17,0,8001209,36.46384,127.390465,"691, 73, 75"
유성구 금고동,44860,금고2통,11,1,0,8001211,36.458992,127.38511,"691, 73, 75"
유성구 금고동,44870,금고2통,53,28,48,8001210,36.458904,127.38522,"691, 73, 75"
유성구 금고동,44930,금고동,20,1,0,8001212,36.4667,127.39038,"691, 73, 75"
유성구 금고동,44950,금고동,0,22,0,8001213,36.466785,127.39056,"691, 73, 75"
유성구 금고동,44910,금고동매립장,0,2,0,8001607,36.460518,127.38882,"691, 73, 75"
유성구 금고동,46420,꽃묘생산단지,3,92,0,8007337,36.47412,127.383446,75
유성구 금고동,46430,꽃묘생산단지,268,0,0,8007338,36.47402,127.38343,75
유성구 금고동,44880,대동금탄동입구,55,0,0,8001341,36.47203,127.387955,"691, 73, 75"
유성구 금고동,44890,대동금탄동입구,1,80,0,8001340,36.472107,127.38797,"691, 73, 75"
유성구 금고동,44900,금고동매립장,1,2,0,8001608,36.460464,127.38862," 691, 73, 75"
유성구 대동,45000,대동,238,2,0,8001334,36.47891,127.39544,73
유성구 대동,45010,대동,5,155,2,8001333,36.47894,127.39551,73
유성구 대동,45020,대동,298,3,0,8001339,36.48101,127.39575,73
유성구 대동,45030,대동,8,220,1,8001338,36.48099,127.395836,73
유성구 대동,44980,대동1통,350,6,0,8001336,36.4853,127.39512,73
유성구 대동,44990,대동1통,7,173,2,8001337,36.48537,127.395164,73
유성구 대동,45040,대동2통,42,0,0,8001335,36.483562,127.39713,73
유성구 대동,45050,대동2통,1,35,0,8005539,36.48357,127.39722,73
유성구 대동,44960,대동보건소,22,1,0,8001343,36.47581,127.39492,73
유성구 대동,44970,대동보건소,5,58,1,8001342,36.47579,127.39499,73
유성구 금탄동,45060,금탄동종점,635,426,8,8001223,36.49246,127.38432,73
유성구 둔곡동,45130,둔곡동새마을회관,208,2,0,8001564,36.457058,127.362076,"661, 72-1, 72-2"
유성구 구룡동,45210,구룡,18,0,0,8001146,36.44605,127.36842,"661, 72-1, 72-2"
유성구 구룡동,45220,구룡,4,130,0,8001147,36.446117,127.36868,"661, 72-1, 72-2"
유성구 구룡동,45180,구룡2통,2,223,0,8001151,36.45082,127.36266,"661, 72-1, 72-2"
유성구 구룡동,45190,구룡2통,1,61,0,8001148,36.44728,127.365364,"661, 72-1, 72-2"
유성구 구룡동,45200,구룡2통,261,1,1,8001149,36.44708,127.36545,"661, 72-1, 72-2"
대덕구 오정동,53400,대덕구청,22271,12606,8042,8007273,36.346073,127.418785,"314, 606, 614, 616, 711, B1"
대덕구 오정동,53410,대덕구청,18239,21411,2291,8007274,36.34656,127.41774,"314, 606, 614, 616, 711, B1"
대덕구 오정동,50290,대전병원,23208,11710,3942,8001398,36.362507,127.41787,"316, 616, 703, 802"
대덕구 오정동,50300,대전병원,20948,31137,10193,8001399,36.362602,127.4183,"316, 512, 616, 703, 802"
대덕구 오정동,50360,대전신학대학교,22435,7695,504,8001406,36.351105,127.42419,"105, 314, 711"
대덕구 오정동,53340,대전신학대학교,12387,35890,943,8001407,36.35104,127.42474,"105, 314, 711"
대덕구 오정동,50270,대화동고개,1249,139,40,8001457,36.3608,127.41745,512
대덕구 오정동,50100,신동아아파트,69679,58178,25415,8002100,36.358517,127.41242,"102, 605, 606, 614, 617, 703, 706"
대덕구 오정동,50150,오정네거리,3916,3297,517,8002234,36.35789,127.41512,"316, 606, 616"
대덕구 오정동,50180,오정네거리,1969,1413,1138,8002233,36.357494,127.41544,"316, 616"
대덕구 오정동,50030,오정농수산물시장,4644,21918,1624,8002236,36.35765,127.407646,"102, 605, 606, 617, 703, 706"
대덕구 오정동,50040,오정농수산물시장,54292,53232,28590,8002235,36.357296,127.407845,"102, 605, 606, 614, 617, 703, 706"
대덕구 오정동,50060,오정농수산물시장,3350,928,758,8002237,36.358192,127.40954,614
대덕구 오정동,53480,오정농수산시장,9836,401,6199,8007288,36.35867,127.404686,B1
대덕구 오정동,53460,오정농수산오거리,38846,7206,26523,8007279,36.355083,127.40762,"105, 316, 614, B1"
대덕구 오정동,53470,오정농수산오거리,17810,60429,11116,8007280,36.355618,127.406456,"105, 316, 614, B1"
대덕구 오정동,50250,오정동,107,523,1,8002238,36.35436,127.41735,512
대덕구 오정동,50260,오정동,353,483,7,8002860,36.354225,127.41728,512
대덕구 오정동,53440,오정동행정복지센터,9063,8751,1223,8007277,36.351765,127.41176,"105, 316, 614, B1"
대덕구 오정동,53450,오정동행정복지센터,11975,8564,914,8007278,36.352303,127.41063,"105, 316, 614, B1"
대덕구 오정동,50140,오정우체국,4625,1897,306,8002244,36.354553,127.414955,"316, 606, 616"
대덕구 오정동,50160,오정우체국,2269,4001,247,8002245,36.354675,127.4153,"316, 606, 616"
대덕구 오정동,50200,오정육교,535,159,16,8002250,36.357986,127.41659,512
대덕구 오정동,50210,오정육교,79,1073,8,8002249,36.35749,127.416504,512
대덕구 오정동,50320,한남대학교,3928,1113,86,8002903,36.35071,127.41927,512
대덕구 오정동,50330,한남대학교,1461,3468,68,8002902,36.350864,127.419334,512
대덕구 오정동,50340,한남대학교,9663,25986,720,8002904,36.351395,127.42234,"105, 314, 711"
대덕구 오정동,50350,한남대학교,23637,6164,527,8002905,36.351494,127.42255,"105, 314, 711"
대덕구 오정동,50170,한남오거리,2575,6162,385,8002243,36.349655,127.41556,"316, 606, 616"
대덕구 오정동,50190,한남오거리,9976,4716,5530,8002242,36.349316,127.415985,"316, 606, 616"
대덕구 오정동,50230,한남오거리,22615,21735,2234,8002240,36.349167,127.416954,"105, 314, 711"
대덕구 오정동,50240,한남오거리,24712,18350,4634,8002241,36.34927,127.41724,"105, 314, 711"
대덕구 오정동,50370,한숲아파트,20465,7331,443,8002947,36.354954,127.427475,"314, 711"
대덕구 오정동,50110,화정초등학교,47909,37516,16904,8003006,36.35812,127.4125,"102, 605, 606, 614, 617, 703, 706"
대덕구 오정동,53420,한남오거리,0,0,0,8007275,36.349724,127.4144," 105, 316, 614, B1"
대덕구 오정동,53430,한남오거리,0,0,0,8007276,36.35016,127.4133," 105, 316, 614, B1"
대덕구 대화동,50400,공구백화점,4533,1546,82,8001099,36.366196,127.40275,"316, 616"
대덕구 대화동,50410,공구백화점,1376,4228,26,8001098,36.365883,127.403076,"316, 616"
대덕구 대화동,50590,대전산업단지삼거리,4102,3349,224,8001375,36.368446,127.42002,"512, 703, 802"
대덕구 대화동,50600,대전산업단지삼거리,4121,4485,272,8001374,36.368153,127.42021,"512, 703, 802"
대덕구 대화동,50570,대화동육교,1958,3380,186,8001458,36.365498,127.419075,"512, 703, 802"
대덕구 대화동,50580,대화동육교,19881,8116,4231,8001560,36.36611,127.418945,"316, 512, 616, 703, 802"
대덕구 대화동,50480,대화동행정복지센터,3554,9995,61,8001459,36.367245,127.4111,"316, 616"
대덕구 대화동,50530,대화동행정복지센터,12300,3203,209,8001460,36.367264,127.411964,"316, 616"
대덕구 대화동,50500,동아교재,1441,849,100,8001550,36.37418,127.413864,"316, 616"
대덕구 대화동,50510,동아교재,1029,928,5,8001549,36.374016,127.41393,"316, 616"
대덕구 대화동,50380,동아연필,1626,2323,15,8001551,36.36828,127.40163,"316, 616"
대덕구 대화동,50390,동아연필,3083,1186,64,8001552,36.368557,127.40161,"316, 616"
대덕구 대화동,50460,디엔에프,1625,1343,34,8002385,36.370876,127.410255,"316, 616"
대덕구 대화동,50470,롯데택배,1277,1414,15,8002386,36.37079,127.41027,"316, 616"
대덕구 대화동,50430,부국레미콘,1547,4305,11,8001788,36.366245,127.40711,"316, 616"
대덕구 대화동,50440,부국레미콘,6211,1705,49,8001787,36.366108,127.40721,"316, 616"
대덕구 대화동,50490,세원화성,2189,855,22,8002024,36.373,127.41164,"316, 616"
대덕구 대화동,50520,세원화성,918,1921,10,8002023,36.372078,127.41219,"316, 616"
대덕구 대화동,50540,원명학교,7894,2039,219,8002361,36.367634,127.41576,"316, 616"
대덕구 대화동,50550,원명학교,2137,6869,124,8002362,36.367825,127.4159,"316, 616"
대덕구 대화동,50420,제일사료,1880,1088,9,8002578,36.36971,127.40622,"316, 616"
대덕구 대화동,50450,제일사료,1103,2017,6,8002577,36.369827,127.40714,"316, 616"
대덕구 대화동,50560,체육재활원,1240,3927,571,8002704,36.367813,127.4185,"316, 616"
대덕구 읍내동,50630,당아래,6479,6235,3291,8002462,36.37465,127.41782,"316, 616, 802"
대덕구 읍내동,50640,당아래,8909,5850,4117,8002463,36.374733,127.41849,"316, 616, 802"
대덕구 읍내동,50690,대한통운,12691,3440,1771,8001453,36.380363,127.4237,"316, 512, 616, 703"
대덕구 읍내동,50700,대한통운,3944,9515,634,8001454,36.380547,127.42456,"316, 512, 616, 703, 74"
대덕구 읍내동,50610,원촌교네거리,703,768,18,8002372,36.376778,127.41182,802
대덕구 읍내동,50620,원촌교네거리,328,330,38,8002371,36.37675,127.4125,802
대덕구 읍내동,50650,읍내네거리,8082,3758,959,8002460,36.372246,127.42007,"512, 703, 802"
대덕구 읍내동,50660,읍내네거리,1289,6781,341,8002461,36.372646,127.420265,"512, 703"
대덕구 읍내동,50720,읍내동현대아파트,66336,30150,23071,8002464,36.37835,127.426674,"2, 311, 611, 614, 615, 616, 620, 701, 706, 711, 74"
대덕구 읍내동,50730,읍내동현대아파트,19628,39518,11062,8002465,36.37854,127.42702,"2, 311, 611, 614, 615, 616, 620, 701, 706, 711"
대덕구 읍내동,50770,정수장,1012,2495,554,8002566,36.385082,127.42547,"311, 611, 701, 703, 711, 74"
대덕구 읍내동,50670,회덕동주민센터,17417,6468,1839,8003011,36.37663,127.4207,"316, 512, 616, 703"
대덕구 읍내동,50680,회덕동주민센터,10587,13971,2638,8003012,36.37649,127.421074,"316, 512, 616, 703, 74"
대덕구 읍내동,50710,대한통운종점,11408,6320,4430,8001455,36.38353,127.42562," 316, 512, 614, 615, 620, 706, 74, 701, 703, 706, 711, 74,  316, 512, 614, 615, 620, 706, 74"
대덕구 연축동,53170,대덕구장애인복지관,651,2700,106,8003082,36.388077,127.42259,"311, 611, 701, 703, 711, 74"
대덕구 연축동,50740,성우동산,5022,1353,416,8002018,36.388916,127.42147,"311, 611, 701, 703, 711, 74"
대덕구 연축동,50750,성우동산,717,2223,66,8002019,36.39015,127.42121,"311, 611, 701, 703, 711, 74"
대덕구 연축동,50760,연축아파트,3511,16603,444,8002209,36.39603,127.42271,"311, 611, 701, 703, 711, 74"
대덕구 신대동,50800,신대주공아파트,73737,37472,21065,8002093,36.400158,127.42282,"2, 311, 611, 701, 703, 711, 74"
대덕구 신대동,50790,와동초등학교,15672,2539,666,8002258,36.396065,127.42241,"311, 611, 701, 703, 711, 74"
대덕구 와동,53260,들말,2132,8,316,8007175,36.41106,127.42406,"311, 611"
대덕구 와동,53270,들말,10,1680,4,8007176,36.41117,127.4241,"311, 611"
대덕구 와동,50820,들말/신대차고지,20,1556,1,8001581,36.41246,127.42436,"701, 703, 711"
대덕구 와동,50840,들말/신대차고지,1702,3168,298,8002930,36.41045,127.42516,"701, 703, 711"
대덕구 와동,50810,와동현대아파트,39388,49762,19327,8002259,36.400826,127.42295,"2, 311, 611, 701, 703, 711, 74"
대덕구 와동,50890,장동고개,25,0,1,8002500,36.409557,127.43221,74
대덕구 와동,50900,장동고개,3,71,3,8002499,36.40951,127.43237,74
대덕구 와동,50880,장동약수터,3,59,2,8002180,36.404057,127.43052,74
대덕구 와동,53080,장동예비군훈련장,311,3,0,8005936,36.406788,127.42996,74
대덕구 와동,53090,장동예비군훈련장,3,207,1,8005940,36.406693,127.43019,74
대덕구 와동,53320,회덕과선교,7,13,2,8007211,36.404003,127.42436,74
대덕구 와동,53330,회덕과선교,0,98,0,8007212,36.404247,127.42425,74
대덕구 와동,53250,신대차고지,878,878,110,8007174,36.40874,127.42173," 311, 611,  311, 611"
대덕구 와동,50870,장동약수터,3,1,0,8002501,36.40408,127.43037,74
대덕구 송촌동,50950,동춘당,25106,11864,1242,8001554,36.36473,127.44036,"311, 617"
대덕구 송촌동,51520,서오아파트,2101,862,33,8001957,36.359337,127.44572,616
대덕구 송촌동,51530,서오아파트,1703,2839,54,8001958,36.358665,127.44556,616
대덕구 송촌동,50970,선비마을2단지,10247,8003,204,8001981,36.36889,127.440216,"616, 617"
대덕구 송촌동,50980,선비마을3단지,36417,10144,847,8001982,36.36815,127.43996,"103, 314, 616, 617"
대덕구 송촌동,53230,선비마을3단지후문,263,5562,13,8007022,36.36766,127.442154,617
대덕구 송촌동,51060,선비마을4단지,39920,3556,378,8001983,36.36647,127.44497,"103, 314, 616"
대덕구 송촌동,50990,선비마을4단지후문,8115,315,64,8001984,36.36757,127.44241,617
대덕구 송촌동,51030,선비마을5단지,3468,9899,41,8001985,36.36593,127.444664,616
대덕구 송촌동,50910,선비마을입구,18067,12634,897,8001987,36.36793,127.43644,"311, 616, 617"
대덕구 송촌동,50920,선비마을입구,9382,19280,499,8001986,36.36762,127.43654,"311, 616, 617"
대덕구 송촌동,50930,송촌119안전센터,13154,1870,212,8002065,36.362892,127.438705,"314, 620"
대덕구 송촌동,50940,송촌119안전센터,1548,6812,107,8002066,36.362732,127.43898,"314, 620"
대덕구 송촌동,51040,송촌고등학교,17352,25836,2499,8002064,36.362057,127.444984,"103, 311, 616, 617, 620"
대덕구 송촌동,51050,송촌고등학교,24806,14367,1987,8002063,36.361942,127.444756,"103, 311, 616, 617, 620"
대덕구 송촌동,51000,적십자혈액원,15177,2367,631,8001535,36.352783,127.44282,"201, 501, 601, 602, 607, 616, 622"
대덕구 송촌동,51020,한신휴플러스,43871,3597,1757,8002950,36.35495,127.44406,"201, 501, 601, 602, 607, 616, 622"
대덕구 송촌동,50960,동춘당,33300,57616,3783,8001553,36.365147,127.44015," 103, 314, 314, 617,  103, 314"
대덕구 송촌동,53220,비래검문소,14080,7095,665,9007010,36.355915,127.44466," 201,  201"
대덕구 법동,51230,그린아파트,1161,381,18,8001201,36.365803,127.43426,620
대덕구 법동,51240,그린아파트,17580,13154,616,8001203,36.367985,127.434296,"311, 616, 617"
대덕구 법동,51250,그린아파트,79,1162,8,8001202,36.365803,127.43454,620
대덕구 법동,51160,근로복지공단대전병원,4680,1301,329,8001427,36.36721,127.428825,"611, 614"
대덕구 법동,51150,대덕소방서,33580,55727,14248,8001536,36.373375,127.42845,"2, 311, 611, 614, 615, 616, 620, 701, 706"
대덕구 법동,51130,대전지방국세청,24750,6995,4593,8006007,36.372967,127.42819,"311, 616, 617, 620"
대덕구 법동,51140,대전지방국세청,75704,17071,4459,8001430,36.372147,127.42838,"2, 611, 614, 615, 701, 706"
대덕구 법동,51180,법동전통시장,15825,45928,1940,8001744,36.36674,127.43035,"2, 615, 701, 706"
대덕구 법동,51090,법동주공3단지,18899,3367,514,8001722,36.371696,127.42664,"617, 711"
대덕구 법동,51170,보람아파트,2863,18173,467,8001532,36.37007,127.429375,"611, 614, 615, 701, 706"
대덕구 법동,51200,보람아파트,20457,9878,1659,8001745,36.37049,127.43131,"311, 616, 617, 620"
대덕구 법동,51080,삼정하이츠타운,5888,11321,288,8001889,36.37344,127.42635,"617, 711"
대덕구 법동,51210,소월아파트,939,218,32,8002037,36.36864,127.43348,620
대덕구 법동,51220,소월아파트,12408,8780,442,8002038,36.36885,127.43368,"311, 616, 617, 620"
대덕구 법동,51110,안산도서관,14278,3383,252,8002168,36.368668,127.427536,"617, 711"
대덕구 법동,51100,영진아파트,10321,3991,592,8002219,36.37438,127.42733,"617, 711, 74"
대덕구 법동,51120,유원아파트,5791,14992,219,8002426,36.36943,127.427475,"617, 711"
대덕구 법동,51070,중리시장,33374,9969,2529,8002616,36.366634,127.425865,"611, 614, 617, 711"
대덕구 법동,51190,한마음아파트,13824,11833,688,8002912,36.370705,127.43127,"311, 616, 617, 620"
대덕구 중리동,51480,대덕구청소년수련관,1224,142,35,8002701,36.363132,127.43503,620
대덕구 중리동,51490,대덕구청소년수련관,153,999,10,8002700,36.363194,127.43526,620
대덕구 중리동,51390,동대전고등학교,17009,6707,1686,8001516,36.357315,127.4271,"314, 711"
대덕구 중리동,51400,동대전고등학교,13035,11633,3848,8001515,36.35702,127.427315,"314, 711"
대덕구 중리동,51310,럭키스포츠프라자,1481,8187,86,8001583,36.365402,127.42298,"611, 614, 617"
대덕구 중리동,51410,법동전통시장,56468,14269,2183,8001721,36.366577,127.429886,"2, 615, 701, 706"
대덕구 중리동,51460,수도시설관리사업소,1040,6512,225,8005894,36.36178,127.43398,314
대덕구 중리동,51470,수도시설관리사업소,9844,1712,165,8005895,36.36199,127.434,314
대덕구 중리동,51300,스포츠프라자삼거리,7895,1311,181,8002080,36.36539,127.42271,"611, 614, 617"
대덕구 중리동,51270,영진로얄아파트,17303,3981,438,8002217,36.36124,127.42114,"611, 614, 617"
대덕구 중리동,51290,영진로얄아파트,6010,17526,349,8002218,36.36183,127.42163,"611, 614, 617"
대덕구 중리동,51330,중리근린공원,7952,2416,214,8002612,36.363758,127.425064,711
대덕구 중리동,51350,중리근린공원,2686,5330,50,8002610,36.363388,127.42526,711
대덕구 중리동,51420,중리네거리,50047,37592,25848,8002608,36.35928,127.43042,"102, 314, 605, 611, 706, 802"
대덕구 중리동,51430,중리네거리,4871,13971,972,8002607,36.358845,127.43032,"102, 605, 611, 802"
대덕구 중리동,51440,중리동,28919,9929,1563,8002609,36.36276,127.43094,"2, 615, 701, 706"
대덕구 중리동,51450,중리동,15582,34406,2986,8002611,36.363384,127.43128,"2, 615, 701, 706"
대덕구 중리동,51340,중리동주민센터,5295,4807,70,8002613,36.36048,127.42519,711
대덕구 중리동,51360,중리동주민센터,4250,6999,438,8002614,36.360676,127.42538,711
대덕구 중리동,51380,중리시장,14384,31178,3884,8002615,36.366596,127.42653,"611, 614, 617, 711"
대덕구 중리동,51260,중리지구대,15663,6334,1484,8002617,36.358982,127.4211,"102, 605, 611, 706, 802"
대덕구 중리동,51280,중리지구대,11173,19277,3703,8002618,36.358597,127.42116,"102, 605, 611, 706, 802"
대덕구 중리동,51320,증산도교육문화회관,58700,20324,6700,8002658,36.35911,127.424904,"102, 605, 611, 706, 802"
대덕구 중리동,53130,한남대북문,12223,22345,1592,8005960,36.358627,127.423065,"102, 605, 611, 706, 802"
대덕구 중리동,51370,한남병원,31326,37544,10010,8002906,36.35877,127.42624,"102, 605, 611, 706, 711, 802"
대덕구 비래동,51620,가양비래공원,22221,5322,809,8001033,36.357056,127.453514,"103, 106, 311, 613, 620"
대덕구 비래동,51640,가양비래공원,7842,20923,757,8001032,36.356636,127.45445,"103, 105, 106, 311, 613, 620"
대덕구 비래동,53510,가양비래공원네거리,596,15,44,8007413,36.355076,127.45628,66
대덕구 비래동,53520,가양비래공원네거리,6,680,2,8007414,36.35535,127.45651,66
대덕구 비래동,51010,가양중학교입구,2347,18262,284,8001039,36.352158,127.443,"201, 501, 601, 602, 607, 616, 622"
대덕구 비래동,51600,금성백조아파트,28574,12635,1727,8001500,36.35832,127.45012,"103, 106, 311, 613, 620"
대덕구 비래동,51610,금성백조아파트,14269,23368,1615,8001499,36.358387,127.4505,"103, 105, 106, 311, 613, 620"
대덕구 비래동,51540,만남웨딩홀,19832,1672,688,8002101,36.35749,127.446815,"105, 501, 601, 602, 607, 622, 66"
대덕구 비래동,51550,만남웨딩홀,360,6657,30,8002102,36.358112,127.44777,"501, 601, 602, 607, 622, 66"
대덕구 비래동,51630,명석고등학교,10797,34581,1969,8001611,36.353424,127.45411,"103, 105, 106, 311, 613, 620"
대덕구 비래동,51510,비래검문소,13590,2456,1084,8001800,36.35701,127.44514,"501, 601, 602, 607, 616, 622"
대덕구 비래동,51570,비래동,13135,22,1838,8001802,36.35983,127.44932,"106, 501, 601, 602, 607, 613, 617, 622, 66"
대덕구 비래동,51580,비래동,58,12412,6,8001801,36.35965,127.44942,"106, 501, 601, 602, 607, 613, 617, 622, 66"
대덕구 비래동,53070,비래동노인회관,520,22000,72,8005878,36.35615,127.44627,"201, 501, 601, 602, 607, 622, 66"
대덕구 비래동,53540,삼호아파트,2,486,0,8007417,36.354954,127.44699,66
대덕구 비래동,53530,평화아파트,1,663,0,8007416,36.35431,127.451675,66
대덕구 비래동,51500,한신휴플러스,4154,34755,376,8002951,36.355145,127.44463,"201, 501, 601, 602, 607, 616, 622"
대덕구 비래동,51590,비래동종점,10536,5234,793,8001803,36.360744,127.45002," 501, 601, 602, 607, 613, 617, 622, 66, 66,  106,  501, 601, 602, 607, 613, 617, 622, 66"
대덕구 비래동,51560,삼호아파트,16574,4371,397,8001891,36.354397,127.44783," 105, 66,  105, 66"
대덕구 석봉동,51660,금강엑슬루타워,16319,8957,2874,8002847,36.449306,127.42087,"703, 704, 705, 711, 712, 72-2, 73, 75"
대덕구 석봉동,51680,금강엑슬루타워,12021,10357,521,8002848,36.449566,127.42093,"703, 704, 705, 711, 712, 72-2, 73, 75"
대덕구 석봉동,53370,금강엑슬루타워정문,4164,3,41,8007252,36.449993,127.418785,"703, 705, 711"
대덕구 석봉동,52060,대전이문고,5414,3574,118,8001423,36.446476,127.42207,"701, 705, 712, 72-1"
대덕구 석봉동,52070,대전이문고,4422,3471,67,8001424,36.446415,127.42238,"701, 705, 712, 72-1"
대덕구 석봉동,51670,석봉네거리,5930,3299,348,8001634,36.448463,127.41994,"701, 705, 712, 72-1"
대덕구 석봉동,52040,석봉네거리,4319,5975,451,8001633,36.44826,127.41989,"701, 705, 712, 72-1"
대덕구 석봉동,51700,신탄진시장,79229,32890,13636,8002131,36.450222,127.42443,"2, 703, 704, 705, 711, 712, 72-2, 73, 75"
대덕구 석봉동,51710,신탄진시장,32766,33740,5421,8002132,36.450474,127.42503,"2, 703, 704, 705, 711, 712, 72-2, 73, 75"
대덕구 석봉동,51690,한밭아파트,7987,4622,167,8002929,36.445057,127.42436,"701, 705, 712, 72-1"
대덕구 석봉동,51650,신탄진기점지,473,273,72,8005503,36.45155,127.41751," 703, 705, 711,  703, 705, 711"
대덕구 목상동,51740,목상동주민센터,32524,37640,9030,8001631,36.44869,127.41096,"2, 701, 704, 705, 72-1, 72-2, 73, 75"
대덕구 목상동,51750,목상동주민센터,81,12909,0,8001632,36.44893,127.41211,"2, 701, 704, 705, 72-1, 72-2, 73, 75"
대덕구 목상동,51730,한국타이어,7549,9097,624,8002889,36.448162,127.4104,"701, 704, 705, 72-1, 72-2, 73, 75"
대덕구 목상동,51760,한국타이어후문,18068,7549,5643,8002891,36.449112,127.417076,"701, 704, 705, 72-1, 72-2, 73, 75"
대덕구 목상동,51770,한국타이어후문,2474,2796,759,8002892,36.449642,127.416084,"701, 704, 705, 72-1, 72-2, 73, 75"
대덕구 문평동,51790,기흥기계,191,7139,24,8001231,36.44173,127.40005,"2, 704, 712, 72-1, 72-2, 73, 75"
대덕구 문평동,51780,신구교,13828,8110,9157,8002092,36.43963,127.396385,"704, 712, 72-1, 72-2, 73, 75"
대덕구 문평동,51820,신구교,9073,11779,7680,8002091,36.4389,127.39572,"704, 712, 72-1, 72-2, 73, 75"
대덕구 문평동,51810,한국교통안전공단,4864,4069,239,8001310,36.446312,127.406334,"701, 704, 705, 72-1, 72-2, 73, 75"
대덕구 문평동,51800,효성신탄진공장,6004,6408,1226,8003021,36.44466,127.40384,"2, 704, 72-1, 72-2, 73, 75"
대덕구 신일동,53550,국방신뢰성연구센터,209,440,2,8007453,36.430252,127.41218,712
대덕구 신일동,51830,기흥기계,15241,9388,2372,8001230,36.44141,127.400116,"2, 704, 712, 72-1, 72-2, 73, 75"
대덕구 신일동,53490,대덕산업단지,29419,10638,15622,8007289,36.43776,127.3964,B1
대덕구 신일동,53500,대덕산업단지,11539,32522,2155,8007290,36.438034,127.39567,B1
대덕구 신일동,51870,대덕우체국네거리,2023,2184,1078,8001001,36.444008,127.40543,"701, 705"
대덕구 신일동,51900,대덕우체국네거리,1801,2563,75,8001002,36.444553,127.40511,"701, 705"
대덕구 신일동,51960,동건운수,335,84,12,8005545,36.430523,127.409164,712
대덕구 신일동,51970,동건운수,34,142,2,8005544,36.43124,127.408905,712
대덕구 신일동,52020,벤처타운장영실관,1557,1572,2,8001728,36.43762,127.41312,705
대덕구 신일동,52030,벤처타운장영실관,1404,340,0,8001729,36.43713,127.413376,705
대덕구 신일동,51980,시알들삼거리,336,597,9,8002120,36.433704,127.410126,705
대덕구 신일동,51990,시알들삼거리,18,200,0,8002121,36.434303,127.41125,705
대덕구 신일동,51880,신일네거리,333,1377,87,8002907,36.436214,127.40641,"701, 712"
대덕구 신일동,51890,신일네거리,1670,599,39,8001599,36.436485,127.40651,"701, 712"
대덕구 신일동,51940,을미기네거리,1282,3365,25,8005592,36.440933,127.40892,"701, 705"
대덕구 신일동,51950,을미기네거리,4123,799,31,8005863,36.440918,127.40926,"701, 705"
대덕구 신일동,51910,장고개삼거리,1381,1399,132,8005509,36.431515,127.40711,"701, 705"
대덕구 신일동,51920,장고개삼거리,1980,1528,58,8005510,36.43131,127.40724,"701, 705"
대덕구 신일동,53310,지수체육공원입구,393,143,1,8007210,36.429977,127.412224,712
대덕구 신일동,52000,직업능력개발원,1764,1454,1,8002666,36.439365,127.41086,705
대덕구 신일동,52010,직업능력개발원,754,1594,4,8002667,36.43957,127.41084,705
대덕구 신일동,51930,한국교통안전공단,5135,3376,572,8001309,36.446476,127.40726,"701, 704, 705, 72-1, 72-2, 73, 75"
대덕구 신일동,51840,한솔제지,106,29,6,8002945,36.43967,127.40244,712
대덕구 신일동,51850,한솔제지,25,528,0,8002944,36.440357,127.40207,712
대덕구 신일동,51860,효성신탄진공장,9319,5767,474,8003020,36.444374,127.40408,"2, 704, 72-1, 72-2, 73, 75"
대덕구 덕암동,52120,대덕구보건소,5753,4877,369,8001314,36.44348,127.42536,"701, 705, 712, 72-1"
대덕구 덕암동,52130,대덕구보건소,3560,4335,156,8001313,36.443275,127.42538,"701, 705, 712, 72-1"
대덕구 덕암동,52090,덕암동,5703,4183,144,8001475,36.445084,127.42397,"701, 705, 712, 72-1"
대덕구 덕암동,52340,덕암동주민센터,3844,10544,229,8001474,36.4379,127.42651,"2, 703, 705, 711"
대덕구 덕암동,52050,덕암우체국,9551,5776,418,8001477,36.43462,127.42183,"701, 705, 712"
대덕구 덕암동,52100,신탄중앙중학교,9385,4879,257,8002137,36.441025,127.42425,"701, 705, 712, 72-1"
대덕구 덕암동,52110,신탄중앙중학교,9796,8259,238,8002138,36.441338,127.424545,"701, 705, 712, 72-1"
